  *WEL.ASC - FKA                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Flaeche: FKA             
  
   Datum   Zeit    VP    VW  Svab   hvu  PSIu  SUM(hN)     hN  hNeffb  hNeffu    Qtrab      Qab    QabVG    QabUB   CSab(3)
     -      -    mm/d    mm    mm    mm     -      mm      mm      mm      mm    cbm/s    cbm/s    cbm/s    cbm/s      mg/l
 19700624 21:00  2.32  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:05  2.32  17.0  0.00  7.32  0.00   0.033   0.033   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700624 21:10  2.32  17.1  0.02  7.32  0.00   0.126   0.093   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700624 21:15  2.32  17.2  0.11  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:20  2.32  17.2  0.10  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:25  2.32  17.2  0.09  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:30  2.32  17.2  0.09  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:35  2.32  17.2  0.08  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:40  2.32  17.2  0.07  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:45  2.32  17.2  0.06  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:50  2.32  17.2  0.05  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 21:55  2.32  17.2  0.05  7.29  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700624 22:00  1.66  17.2  0.04  7.29  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 22:05  1.66  17.2  0.03  7.29  0.00   0.012   0.012   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:10  1.66  17.2  0.04  7.29  0.00   0.030   0.018   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:15  1.66  17.2  0.05  7.29  0.00   0.048   0.018   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:20  1.66  17.2  0.06  7.29  0.00   0.066   0.018   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:25  1.66  17.2  0.07  7.29  0.00   0.084   0.018   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:30  1.66  17.3  0.09  7.29  0.00   0.158   0.074   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:35  1.66  17.3  0.16  7.29  0.00   0.173   0.015   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 22:40  1.66  17.3  0.16  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 22:45  1.66  17.3  0.16  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 22:50  1.66  17.3  0.15  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 22:55  1.66  17.3  0.15  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 23:00  1.16  17.3  0.14  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 23:05  1.16  17.3  0.14  7.25  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 23:10  1.16  17.3  0.13  7.25  0.00   0.077   0.077   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:15  1.16  17.4  0.21  7.25  0.00   0.160   0.083   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:20  1.16  17.5  0.29  7.25  0.00   0.242   0.082   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:25  1.16  17.6  0.36  7.25  0.00   0.303   0.061   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:30  1.16  17.6  0.42  7.25  0.00   0.364   0.061   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:35  1.16  17.7  0.48  7.25  0.00   0.425   0.061   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:40  1.16  17.8  0.53  7.25  0.00   0.580   0.155   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  T T
 19700624 23:45  1.16  17.9  0.68  7.25  0.00   0.768   0.188   0.013   0.000   0.0006   0.0010   0.0003   0.0000   648.725  T T
 19700624 23:50  1.16  18.1  0.87  7.25  0.00   0.956   0.188   0.063   0.000   0.0006   0.0026   0.0020   0.0000   327.975  T T
 19700624 23:55  1.16  18.3  1.05  7.25  0.00   1.133   0.177   0.059   0.000   0.0006   0.0042   0.0035   0.0000   256.761  T T
 19700625 00:00  0.83  18.5  1.23  7.25  0.00   1.308   0.175   0.058   0.000   0.0006   0.0047   0.0041   0.0000   242.761  T T
 19700625 00:05  0.83  15.1  1.40  7.25  0.00   1.433   0.125   0.049   0.000   0.0004   0.0044   0.0039   0.0000   207.995  T T
 19700625 00:10  0.83  15.2  1.50  7.25  0.00   1.567   0.134   0.089   0.000   0.0004   0.0051   0.0046   0.0000   197.533  T T
 19700625 00:15  0.83  15.3  1.50  7.25  0.00   1.696   0.129   0.086   0.000   0.0004   0.0061   0.0056   0.0000   187.550  T T
 19700625 00:20  0.83  15.4  1.50  7.25  0.00   1.830   0.134   0.089   0.000   0.0004   0.0066   0.0061   0.0000   183.787  T T
 19700625 00:25  0.83  15.6  1.50  7.25  0.00   1.966   0.136   0.091   0.000   0.0004   0.0068   0.0063   0.0000   182.403  T T
 19700625 00:30  0.83  15.7  1.50  7.25  0.00   2.090   0.124   0.083   0.000   0.0004   0.0067   0.0062   0.0000   183.130  T T
 19700625 00:35  0.83  15.8  1.50  7.25  0.00   2.117   0.027   0.024   0.000   0.0004   0.0050   0.0046   0.0000   198.708  T T
 19700625 00:40  0.83  15.9  1.50  7.25  0.00   2.144   0.027   0.024   0.000   0.0004   0.0032   0.0027   0.0000   234.521  T T
 19700625 00:45  0.83  15.9  1.50  7.25  0.00   2.171   0.027   0.024   0.000   0.0004   0.0024   0.0020   0.0000   265.919  T T
 19700625 00:50  0.83  15.9  1.50  7.25  0.00   2.198   0.027   0.024   0.000   0.0004   0.0022   0.0018   0.0000   274.946  T T
 19700625 00:55  0.83  15.9  1.50  7.25  0.00   2.214   0.016   0.013   0.000   0.0004   0.0019   0.0015   0.0000   296.612  T T
 19700625 01:00  0.83  16.0  1.50  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0013   0.0008   0.0000   380.809  T T
 19700625 01:05  0.83  16.0  1.50  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0007   0.0003   0.0000   561.313  T T
 19700625 01:10  0.83  16.0  1.49  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0005   0.0001   0.0000   727.340  T T
 19700625 01:15  0.83  16.0  1.49  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0005   0.0000   0.0000   783.086  T T
 19700625 01:20  0.83  16.0  1.49  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0005   0.0000   0.0000   800.043  T T
 19700625 01:25  0.83  16.0  1.49  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0005   0.0000   0.0000   810.335  T T
 19700625 01:30  0.83  16.0  1.48  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0005   0.0000   0.0000   814.883  F T
 19700625 01:35  0.83  16.0  1.48  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 01:40  0.83  16.0  1.48  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 01:45  0.83  16.0  1.47  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 01:50  0.83  16.0  1.47  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 01:55  0.83  16.0  1.47  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:00  0.83  16.0  1.47  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:05  0.83  16.0  1.46  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:10  0.83  16.0  1.46  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:15  0.83  16.0  1.46  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:20  0.83  16.0  1.45  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:25  0.83  16.0  1.45  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:30  0.83  16.0  1.45  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:35  0.83  16.0  1.45  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:40  0.83  16.0  1.44  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:45  0.83  16.0  1.44  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:50  0.83  16.0  1.44  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 02:55  0.83  16.0  1.43  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:00  0.83  16.0  1.43  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:05  0.83  16.0  1.43  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:10  0.83  16.0  1.43  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:15  0.83  16.0  1.42  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:20  0.83  16.0  1.42  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:25  0.83  16.0  1.42  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:30  0.83  16.0  1.41  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:35  0.83  16.0  1.41  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:40  0.83  16.0  1.41  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:45  0.83  16.0  1.40  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:50  0.83  16.0  1.40  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 03:55  0.83  16.0  1.40  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:00  1.00  16.0  1.40  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:05  1.00  16.0  1.39  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:10  1.00  16.0  1.39  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:15  1.00  16.0  1.39  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:20  1.00  16.0  1.38  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:25  1.00  16.0  1.38  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:30  1.00  16.0  1.38  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:35  1.00  16.0  1.37  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:40  1.00  16.0  1.37  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:45  1.00  16.0  1.37  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:50  1.00  16.0  1.36  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 04:55  1.00  16.0  1.36  7.58  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700625 05:00  1.33  16.0  1.35  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:05  1.33  16.0  1.35  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:10  1.33  16.0  1.35  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:15  1.33  16.0  1.34  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:20  1.33  16.0  1.34  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:25  1.33  16.0  1.33  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:30  1.33  16.0  1.33  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:35  1.33  16.0  1.32  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:40  1.33  16.0  1.32  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:45  1.33  16.0  1.31  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:50  1.33  16.0  1.31  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 05:55  1.33  16.0  1.30  7.58  0.00   0.000   0.000   0.000   0.000   0.0005   0.0005   0.0000   0.0000   857.719  F T
 19700625 06:00  1.83  16.0  1.30  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:05  1.83  16.0  1.29  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:10  1.83  16.0  1.29  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:15  1.83  16.0  1.28  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:20  1.83  16.0  1.27  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:25  1.83  16.0  1.27  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:30  1.83  16.0  1.26  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:35  1.83  16.0  1.25  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:40  1.83  16.0  1.25  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:45  1.83  16.0  1.24  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:50  1.83  16.0  1.24  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 06:55  1.83  16.0  1.23  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   897.535  F T
 19700625 07:00  2.16  16.0  1.22  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:05  2.16  16.0  1.22  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:10  2.16  16.0  1.21  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:15  2.16  16.0  1.20  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:20  2.16  16.0  1.19  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:25  2.16  16.0  1.19  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:30  2.16  16.0  1.18  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:35  2.16  16.0  1.17  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:40  2.16  16.0  1.16  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:45  2.16  16.0  1.16  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:50  2.16  16.0  1.15  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 07:55  2.16  16.0  1.14  7.58  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   912.909  F T
 19700625 08:00  2.49  16.0  1.13  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:05  2.49  16.0  1.12  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:10  2.49  16.0  1.12  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:15  2.49  16.0  1.11  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:20  2.49  16.0  1.10  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:25  2.49  16.0  1.09  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:30  2.49  16.0  1.08  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:35  2.49  16.0  1.07  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:40  2.49  16.0  1.06  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:45  2.49  16.0  1.06  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:50  2.49  16.0  1.05  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 08:55  2.49  16.0  1.04  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:00  3.32  16.0  1.03  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:05  3.32  16.0  1.02  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:10  3.32  16.0  1.01  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:15  3.32  16.0  0.99  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:20  3.32  16.0  0.98  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:25  3.32  16.0  0.97  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:30  3.32  16.0  0.96  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:35  3.32  16.0  0.95  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:40  3.32  16.0  0.94  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:45  3.32  16.0  0.93  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:50  3.32  16.0  0.91  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 09:55  3.32  16.0  0.90  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   983.082  F T
 19700625 10:00  4.98  16.0  0.89  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
 19700625 10:05  4.98  16.0  0.87  7.58  0.00   0.000   0.000   0.000   0.000   0.0010   0.0010   0.0000   0.0000   978.070  F T
